time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,temperature,pressure,VOC,CO2,Humidity
2025/03/23-13:07:00,-1782,-214,4197,-188,45,-2017,358,-115,-186,24.53,996.81,0.45,500,41.32
2025/03/23-13:07:30,-669,-456,4060,-294,9,-2429,313,-43,-140,24.81,996.67,0.49,500,39.45
2025/03/23-13:08:00,1409,269,3892,-276,230,2630,497,-6,-239,24.5,996.58,0.5,500,40.92
2025/03/23-13:08:30,1505,4,4148,-315,-241,-398,388,-77,-205,24.86,996.79,0.46,500,40.76
2025/03/23-13:09:00,1603,254,3942,-323,489,-720,266,-25,-21,25.91,996.76,0.5,500,40.66
2025/03/23-13:09:30,-1149,471,4347,-210,-464,-1150,438,-152,-54,24.99,996.65,0.47,500,39.35
2025/03/23-13:10:00,768,117,4357,-195,-51,-1878,311,-80,-13,24.85,996.6,0.5,500,39.81
2025/03/23-13:10:30,648,161,3976,359,-4,1740,485,-169,-77,24.91,996.63,0.47,500,40.16
2025/03/23-13:11:00,1812,116,4187,340,85,572,419,-67,-227,25.05,996.86,0.46,500,41.13
2025/03/23-13:11:30,209,-334,4017,276,136,1680,452,-10,-38,25.6,996.93,0.5,500,41.32
2025/03/23-13:12:00,-1201,-1,4547,137,-43,-2071,205,-178,-97,25.2,996.63,0.48,500,40.54
2025/03/23-13:12:30,-396,-308,4434,433,170,2250,350,-117,-183,25.4,996.63,0.47,500,39.53
2025/03/23-13:13:00,1831,89,3800,461,163,2889,436,-72,-153,24.55,996.59,0.46,500,40.43
2025/03/23-13:13:30,290,61,4181,-287,285,-1409,420,-144,-55,24.66,996.57,0.49,500,41.99
2025/03/23-13:14:00,1499,251,4473,144,-429,-205,459,-234,-6,24.8,996.53,0.5,500,40.61
2025/03/23-13:14:30,1117,-104,4050,69,190,1240,440,-16,-190,24.8,996.65,0.48,500,41.64
2025/03/23-13:15:00,37,194,4190,-62,21,-2749,423,-20,-73,25.49,996.99,0.48,500,39.99
2025/03/23-13:15:30,-1411,-106,4557,-352,-177,2247,251,-50,-162,24.51,996.99,0.47,500,39.94
2025/03/23-13:16:00,687,-16,4368,419,483,-1117,459,-94,-133,25.23,996.6,0.47,500,39.98
2025/03/23-13:16:30,860,422,4501,-79,279,2647,263,-85,-101,25.39,996.9,0.49,500,39.23
2025/03/23-13:17:00,199,405,4064,204,42,-704,280,-79,-159,25.99,996.67,0.46,500,39.6
2025/03/23-13:17:30,-1524,-370,3977,-326,440,-1959,211,-60,-242,24.69,996.71,0.46,500,40.74
2025/03/23-13:18:00,-435,-348,4015,488,-463,945,344,-68,-244,25.95,996.75,0.47,500,39.4
2025/03/23-13:18:30,-8,-220,4161,-298,-199,455,495,-160,-225,25.14,996.81,0.47,500,39.97
2025/03/23-13:19:00,991,410,4030,191,-318,240,413,-169,-206,25.02,996.55,0.48,500,41.7
2025/03/23-13:19:30,1178,-437,3813,-69,-104,2575,220,-91,-243,25.26,996.74,0.47,500,39.26
2025/03/23-13:20:00,-1265,-494,4395,198,-338,-2210,341,-132,-13,25.69,996.85,0.47,500,41.88
2025/03/23-13:20:30,-1887,-303,4398,-105,-158,-1178,230,-128,-80,24.98,996.94,0.48,500,41.01
2025/03/23-13:21:00,191,-324,3945,2,-248,-710,236,-56,-199,25.52,996.52,0.48,500,40.74
2025/03/23-13:21:30,737,-340,4462,313,-139,-1774,294,-131,-161,24.77,996.83,0.49,500,41.09
2025/03/23-13:22:00,310,-139,4148,467,-430,2775,460,-117,-195,25.09,996.99,0.5,500,41.29
2025/03/23-13:22:30,1320,476,3915,12,-140,2379,303,-229,-15,24.51,996.97,0.46,500,41.0
2025/03/23-13:23:00,1527,-134,4277,229,271,-2106,457,-207,-146,25.44,996.56,0.47,500,41.28
2025/03/23-13:23:30,1701,388,4099,-378,307,-1639,467,-131,-218,24.66,996.82,0.47,500,41.63
2025/03/23-13:24:00,-1167,221,3950,-247,-407,2250,460,-224,-48,25.33,996.8,0.47,500,39.55
2025/03/23-13:24:30,1271,-284,4465,-162,289,2137,399,-58,-127,25.87,996.83,0.47,500,41.08
2025/03/23-13:25:00,1757,126,4221,101,-475,937,395,-237,-165,25.11,996.85,0.49,500,39.83
2025/03/23-13:25:30,-1895,-485,3831,-243,-386,1376,472,-168,-39,25.42,996.71,0.45,500,41.33
2025/03/23-13:26:00,-1959,335,4303,-182,-341,1950,497,-7,-150,24.52,996.73,0.49,500,40.73
2025/03/23-13:26:30,-252,-472,4392,470,-418,1642,344,-37,-149,25.09,996.85,0.46,500,39.77
2025/03/23-13:27:00,-1153,-107,4578,471,-147,475,207,-14,-214,24.98,996.64,0.48,500,39.53
2025/03/23-13:27:30,-314,-60,4161,94,169,1646,217,-194,-19,25.69,996.97,0.46,500,40.09
2025/03/23-13:28:00,-1675,197,4221,357,354,2760,271,-140,-67,24.53,996.76,0.5,500,40.83
2025/03/23-13:28:30,346,-420,4448,179,-317,-495,251,-246,-236,25.27,996.58,0.49,500,40.94
2025/03/23-13:29:00,275,-205,4213,39,-397,1740,201,-80,-24,25.92,996.67,0.49,500,40.03
2025/03/23-13:29:30,-1190,-12,4469,171,-188,-929,482,-231,-102,25.95,996.62,0.45,500,41.63
2025/03/23-13:30:00,1095,-384,4193,460,139,2170,341,-163,-80,25.37,996.97,0.49,500,40.54
2025/03/23-13:30:30,540,98,4022,431,96,-2374,420,-115,-111,25.98,996.87,0.49,500,41.31
2025/03/23-13:31:00,775,419,3916,470,-290,-6,497,-37,-181,24.82,996.89,0.46,500,40.36
2025/03/23-13:31:30,1880,370,4472,-4,-311,1015,240,-60,-180,25.47,996.96,0.46,500,41.47
2025/03/23-13:32:00,1573,-89,4290,-327,458,1699,451,-149,-213,24.73,996.88,0.5,500,41.71
2025/03/23-13:32:30,-1857,-489,3994,-294,27,2707,301,-160,-16,25.11,996.87,0.5,500,40.81
2025/03/23-13:33:00,1472,-316,4298,-488,-59,-1761,201,-223,-26,25.06,996.83,0.49,500,39.81
2025/03/23-13:33:30,1873,416,4065,457,101,-1817,434,-101,-167,24.66,996.52,0.47,500,40.84
2025/03/23-13:34:00,1952,162,3863,-297,366,2280,457,-24,-52,25.32,996.72,0.47,500,40.92
2025/03/23-13:34:30,4,121,3976,202,-431,1434,366,-11,-106,25.96,996.82,0.47,500,39.27
2025/03/23-13:35:00,-1766,45,4188,-228,-126,-972,351,-192,-146,25.4,996.56,0.46,500,40.85
2025/03/23-13:35:30,-801,78,3889,290,-304,2939,347,-235,-180,25.83,996.82,0.47,500,39.36
2025/03/23-13:36:00,-1587,-311,4310,-253,260,446,443,-139,-42,25.7,996.73,0.49,500,41.05
2025/03/23-13:36:30,20,9,4273,-303,350,2289,203,-121,-223,24.72,996.54,0.49,500,40.85
2025/03/23-13:37:00,688,-243,3911,-354,300,1238,336,-169,-138,25.0,996.64,0.47,500,41.43
2025/03/23-13:37:30,1969,-247,4203,402,-378,550,345,-10,-1,26.0,996.58,0.46,500,39.05
2025/03/23-13:38:00,-1304,17,4320,463,97,-105,403,-35,-19,24.79,996.93,0.48,500,39.22
2025/03/23-13:38:30,-868,-447,3906,-34,-121,-1460,347,-204,-166,25.25,996.87,0.48,500,40.89
2025/03/23-13:39:00,1123,-5,4274,178,212,-980,475,-154,-219,24.69,996.7,0.48,500,39.73
2025/03/23-13:39:30,1176,-469,4278,126,82,-2965,351,-45,-78,24.68,996.69,0.47,500,39.49
2025/03/23-13:40:00,-982,-394,4029,157,284,-1496,270,-203,-11,25.18,996.94,0.46,500,41.66
2025/03/23-13:40:30,-706,182,4552,397,-102,924,286,-139,-36,25.86,996.61,0.46,500,40.99
2025/03/23-13:41:00,-409,261,3851,189,39,-2431,371,-30,-207,25.41,996.54,0.49,500,41.16
2025/03/23-13:41:30,950,121,4467,138,442,-2484,481,-202,-143,25.86,996.85,0.47,500,40.17
2025/03/23-13:42:00,643,211,4062,-30,-291,-46,242,-74,-1,25.43,996.98,0.45,500,41.42
2025/03/23-13:42:30,769,82,4214,481,-414,-2729,258,-199,-216,25.95,996.73,0.45,500,39.83
2025/03/23-13:43:00,825,-417,3876,329,-162,952,363,-13,-171,24.96,996.56,0.47,500,40.3
2025/03/23-13:43:30,909,497,4429,-245,-487,2430,300,-133,-193,25.68,996.74,0.46,500,39.54
2025/03/23-13:44:00,1748,-492,4029,205,-100,-2741,385,-188,-222,25.75,996.57,0.48,500,41.35
2025/03/23-13:44:30,528,314,4550,317,10,993,240,-12,-212,25.91,996.68,0.49,500,39.39
2025/03/23-13:45:00,-1922,-281,4072,-245,-108,-2829,252,-163,-151,24.75,996.58,0.47,500,39.58
2025/03/23-13:45:30,-1809,-2,4356,-368,-296,839,369,-203,-186,25.58,996.74,0.45,500,39.4
2025/03/23-13:46:00,1895,-157,4415,445,-72,2870,372,-199,-118,25.9,996.87,0.49,500,40.33
2025/03/23-13:46:30,370,-318,4401,126,91,-2908,380,-66,-125,24.8,996.59,0.49,500,40.34
2025/03/23-13:47:00,-1186,5,4213,-55,423,1816,343,-215,-16,24.89,996.83,0.46,500,41.99
2025/03/23-13:47:30,893,-302,4019,241,219,-234,366,-66,-37,25.51,996.57,0.48,500,40.4
2025/03/23-13:48:00,-1382,483,4172,-224,116,1308,333,-41,-77,25.88,996.83,0.47,500,41.46
2025/03/23-13:48:30,-66,242,4405,-275,43,2947,395,-47,-108,25.24,996.83,0.46,500,41.58
2025/03/23-13:49:00,-1822,382,4567,163,-252,1642,469,-7,-117,25.68,996.53,0.48,500,41.99
2025/03/23-13:49:30,-80,-153,4572,-265,-395,-764,486,-248,-45,25.24,996.53,0.49,500,39.09
2025/03/23-13:50:00,1528,141,4346,-91,-44,342,280,-83,-86,24.95,996.97,0.49,500,39.47
2025/03/23-13:50:30,-1999,333,4110,172,-151,-1761,364,-211,-45,25.97,996.87,0.48,500,39.79
2025/03/23-13:51:00,-340,355,4289,-373,-207,2133,264,-98,-250,25.72,996.54,0.47,500,41.17
2025/03/23-13:51:30,-2,-338,4321,-3,427,274,443,-89,-233,25.41,996.89,0.47,500,39.45
2025/03/23-13:52:00,-1072,-403,4550,47,-303,-2351,484,-114,-124,25.55,996.67,0.49,500,41.18
2025/03/23-13:52:30,-325,43,4547,-48,130,442,441,-148,-74,25.19,996.6,0.49,500,41.19
2025/03/23-13:53:00,-1811,-460,4230,419,159,124,233,-83,-54,24.82,996.94,0.46,500,41.46
2025/03/23-13:53:30,1526,-312,4027,315,287,1317,253,-202,-202,25.85,996.54,0.49,500,40.57
2025/03/23-13:54:00,-1717,206,4592,11,-413,-731,437,-248,-228,24.77,996.53,0.45,500,41.55
2025/03/23-13:54:30,-330,-172,4541,-319,382,-2127,330,-211,-8,25.13,996.81,0.47,500,40.5
2025/03/23-13:55:00,498,309,3941,-359,-37,808,376,-17,-191,25.04,996.67,0.46,500,41.16
2025/03/23-13:55:30,-358,-350,3927,229,370,-628,239,-57,-237,24.75,996.92,0.47,500,39.72
2025/03/23-13:56:00,783,345,3978,308,18,-1149,251,-208,-191,25.05,996.84,0.47,500,40.05
2025/03/23-13:56:30,-1214,-292,3985,-427,-65,550,380,-165,-98,25.97,996.88,0.46,500,41.18
2025/03/23-13:57:00,664,397,4493,-481,221,-1333,324,-231,-44,24.82,996.85,0.45,500,41.08
2025/03/23-13:57:30,658,90,4124,346,440,-1116,306,-204,-116,25.58,996.66,0.47,500,41.56
2025/03/23-13:58:00,871,-323,4511,411,-468,-1286,294,-31,-94,25.58,996.9,0.45,500,39.94
2025/03/23-13:58:30,1040,-454,4472,-23,488,-2040,499,-79,-98,25.89,996.96,0.5,500,40.99
2025/03/23-13:59:00,-206,419,3886,-156,-165,-970,464,-221,-46,25.98,996.8,0.47,500,41.32
2025/03/23-13:59:30,-998,126,4518,52,-31,2228,335,-136,-3,25.76,996.74,0.5,500,39.41
2025/03/23-14:00:00,-741,-147,4009,-216,-316,1278,381,-15,-142,25.17,996.77,0.47,500,40.46
2025/03/23-14:00:30,-1444,241,4133,-81,-134,171,333,-1,-169,24.78,996.92,0.47,500,40.65
2025/03/23-14:01:00,-338,-191,4300,79,-170,-1105,294,-158,-20,25.2,996.79,0.46,500,41.5
2025/03/23-14:01:30,270,365,4113,91,-394,-2613,364,-191,-93,24.84,996.81,0.47,500,40.32
2025/03/23-14:02:00,268,142,4240,366,152,-2404,482,-216,-13,24.59,996.79,0.46,500,39.76
2025/03/23-14:02:30,-560,28,4560,237,418,-1792,464,-88,-207,24.84,996.96,0.5,500,41.87
2025/03/23-14:03:00,195,79,4048,169,282,-703,406,-49,-5,25.91,996.55,0.47,500,41.24
2025/03/23-14:03:30,1976,432,4556,-231,-195,-1610,221,-190,-58,25.73,996.71,0.49,500,40.74
2025/03/23-14:04:00,1360,-444,3811,103,-311,2436,469,-159,-110,24.76,996.72,0.49,500,40.55
2025/03/23-14:04:30,1524,179,4469,-216,192,-1525,325,-199,-44,24.76,996.67,0.47,500,41.31
2025/03/23-14:05:00,1032,-134,4531,-326,-287,1221,358,-45,-181,24.78,996.73,0.46,500,39.94
2025/03/23-14:05:30,-1644,-416,3975,421,141,1317,390,-247,-47,24.55,996.51,0.48,500,39.34
2025/03/23-14:06:00,-296,37,4521,-102,-493,2705,489,-87,-171,25.07,996.99,0.49,500,40.31
2025/03/23-14:06:30,1969,-167,4231,471,398,-657,446,-238,-63,25.77,996.75,0.48,500,41.33
2025/03/23-14:07:00,-1048,176,4022,-81,58,104,245,-248,-201,25.35,996.65,0.48,500,41.12
2025/03/23-14:07:30,-1895,-311,4344,-82,250,1145,270,-137,-34,24.96,996.74,0.5,500,41.67
2025/03/23-14:08:00,-1903,476,4326,-161,32,-1943,351,-72,-151,25.01,996.66,0.47,500,41.35
2025/03/23-14:08:30,1617,80,4327,194,494,1125,491,-99,-92,25.55,996.81,0.5,500,39.18
2025/03/23-14:09:00,-106,397,3803,-24,-35,1126,352,-7,-220,25.67,996.63,0.46,500,40.33
2025/03/23-14:09:30,-293,-207,4190,471,14,-1868,219,-19,-235,24.77,996.79,0.45,500,40.74
2025/03/23-14:10:00,26,-164,4574,-27,-481,-803,281,-101,-250,25.22,996.94,0.49,500,41.44
2025/03/23-14:10:30,-1067,490,3921,-290,-204,-1608,218,-182,-191,24.71,996.57,0.49,500,40.87
2025/03/23-14:11:00,-530,-375,3910,49,-65,-1972,459,-179,-8,24.83,996.59,0.48,500,39.26
2025/03/23-14:11:30,-863,-76,4571,150,-475,-2007,481,-124,-113,24.7,996.63,0.48,500,40.99
2025/03/23-14:12:00,-1659,-89,4007,-390,129,1760,318,-70,-57,24.65,996.61,0.49,500,40.53
2025/03/23-14:12:30,-447,-485,4066,483,-497,-1437,289,-102,-46,25.07,996.9,0.45,500,41.47
2025/03/23-14:13:00,-1380,403,4413,458,148,458,411,-34,-3,24.5,996.91,0.46,500,39.69
2025/03/23-14:13:30,-1851,240,4283,302,-195,-952,319,-109,-232,25.15,996.8,0.47,500,40.22
2025/03/23-14:14:00,-1929,-31,4256,-278,133,-746,292,-203,-78,25.76,996.87,0.5,500,39.84
2025/03/23-14:14:30,-1248,28,4367,381,-417,2976,200,-86,-67,24.69,996.97,0.46,500,40.24
2025/03/23-14:15:00,1725,254,4080,-422,-293,1042,446,-87,-47,24.93,996.62,0.45,500,41.1
2025/03/23-14:15:30,-1465,-439,3863,78,246,-1655,418,-40,-240,25.57,996.7,0.49,500,41.4
2025/03/23-14:16:00,-1135,102,4379,38,87,-870,362,-178,-161,24.62,996.57,0.5,500,41.04
2025/03/23-14:16:30,93,497,4531,124,-366,2405,447,-225,-72,24.67,996.81,0.49,500,39.7
2025/03/23-14:17:00,-534,253,4158,-489,-330,-1715,276,-236,-41,25.44,996.85,0.49,500,40.36
2025/03/23-14:17:30,1271,-206,4042,219,-366,-788,349,-246,-28,25.66,996.65,0.49,500,40.64
2025/03/23-14:18:00,-609,198,4199,283,-287,-472,401,-186,-22,25.23,996.86,0.45,500,41.45
2025/03/23-14:18:30,-346,309,4066,-246,-295,-458,277,-35,-81,25.18,996.95,0.46,500,41.32
2025/03/23-14:19:00,-1063,-489,3889,-308,85,-1357,279,-59,-169,24.53,996.79,0.49,500,41.5
2025/03/23-14:19:30,-1196,468,4569,30,204,-1821,265,-175,-235,25.11,996.9,0.47,500,41.67
2025/03/23-14:20:00,-1566,146,4475,376,76,-732,352,-65,-149,24.89,996.64,0.45,500,39.7
2025/03/23-14:20:30,-1855,-259,4027,359,-120,2530,229,-35,-105,24.99,996.81,0.46,500,41.45
2025/03/23-14:21:00,1114,-498,4223,40,-384,1774,479,-210,-6,24.8,996.7,0.46,500,41.22
2025/03/23-14:21:30,1251,167,4098,-301,419,1886,341,-209,-197,25.89,996.74,0.5,500,41.19
2025/03/23-14:22:00,724,275,4188,-363,491,1906,400,-44,-116,25.95,996.95,0.49,500,39.91
2025/03/23-14:22:30,-1852,-391,4185,197,280,-2538,353,-208,-49,24.61,996.93,0.48,500,39.67
2025/03/23-14:23:00,-166,-122,4309,316,93,-513,228,-18,-59,24.62,996.83,0.48,500,40.3
2025/03/23-14:23:30,-1270,295,4104,-162,-142,1708,310,-199,-152,24.79,996.91,0.46,500,41.18
2025/03/23-14:24:00,-30,-86,3997,171,-136,-1514,375,-64,-29,25.54,996.96,0.46,500,39.95
2025/03/23-14:24:30,700,338,4493,204,-411,165,245,-199,-140,25.23,996.94,0.47,500,40.87
2025/03/23-14:25:00,-879,-389,4483,-469,14,2274,215,-55,-163,24.67,996.74,0.48,500,39.06
2025/03/23-14:25:30,262,-161,4470,-301,347,-2925,455,-234,-51,25.03,996.73,0.46,500,41.16
2025/03/23-14:26:00,-1945,143,4511,-316,332,2074,389,-237,-36,25.51,996.62,0.49,500,39.88
2025/03/23-14:26:30,-1559,89,4477,-132,337,1876,285,-53,-190,24.99,996.51,0.5,500,40.68
2025/03/23-14:27:00,-959,-275,4516,-466,-210,627,273,-220,-26,25.62,996.87,0.49,500,39.11
2025/03/23-14:27:30,-223,-139,4536,-102,-263,2782,368,-154,-28,25.29,996.78,0.49,500,40.27
2025/03/23-14:28:00,-141,-210,4589,-291,31,422,484,-214,-113,24.61,996.92,0.48,500,39.21
2025/03/23-14:28:30,-1396,166,4222,193,-495,1916,348,-166,-191,24.91,996.77,0.48,500,41.28
2025/03/23-14:29:00,1523,-242,3884,-236,-286,-1433,476,-247,-51,25.03,996.92,0.46,500,40.57
2025/03/23-14:29:30,-1985,-488,4395,161,307,1086,441,-86,-182,25.44,996.85,0.47,500,39.99
2025/03/23-14:30:00,-125,-166,3972,-486,121,-2793,357,-108,-247,25.1,996.57,0.49,500,40.07
2025/03/23-14:30:30,1758,66,4412,-198,-227,-2585,343,-88,-119,25.4,996.67,0.46,500,39.03
2025/03/23-14:31:00,832,433,4095,354,-378,1664,384,-159,-89,24.61,996.93,0.47,500,39.37
2025/03/23-14:31:30,-163,-92,4064,-435,-119,-2042,281,-205,-185,24.65,996.52,0.48,500,41.33
2025/03/23-14:32:00,-1596,-199,4507,-256,113,-2187,296,-27,-231,24.59,996.64,0.46,500,40.36
2025/03/23-14:32:30,-1490,127,3968,40,168,-1791,302,-196,-169,25.85,996.87,0.48,500,41.3
2025/03/23-14:33:00,-140,-266,4115,8,281,-2052,358,-44,-197,25.12,996.68,0.45,500,39.2
2025/03/23-14:33:30,527,130,4491,151,-498,-2207,373,-186,-84,25.89,996.88,0.45,500,39.65
2025/03/23-14:34:00,-420,168,3985,-82,124,-2769,351,-153,-176,25.34,996.57,0.49,500,39.09
2025/03/23-14:34:30,81,-379,4220,-49,-247,-94,451,-174,-92,24.68,996.77,0.46,500,41.66
2025/03/23-14:35:00,-992,-379,4529,264,-407,-2662,400,-52,-57,25.46,996.91,0.47,500,40.44
2025/03/23-14:35:30,-1594,-284,4592,240,356,-175,242,-146,-140,25.62,996.85,0.49,500,39.99
2025/03/23-14:36:00,1458,-21,4408,344,-80,-2134,336,-85,-240,25.15,996.9,0.49,500,39.95
2025/03/23-14:36:30,-214,-74,4010,-439,-331,-2725,305,-111,-180,25.33,996.6,0.49,500,40.57
2025/03/23-14:37:00,-638,396,4542,50,467,-990,495,-33,-235,24.9,996.54,0.47,500,39.54
2025/03/23-14:37:30,1308,-70,4030,482,63,-1945,424,-119,-228,25.79,996.66,0.46,500,40.14
2025/03/23-14:38:00,-899,-92,4395,-221,38,1707,291,-149,-7,24.97,996.64,0.45,500,40.66
2025/03/23-14:38:30,240,322,4042,-102,5,770,496,-211,-58,25.48,996.94,0.47,500,40.52
2025/03/23-14:39:00,-684,-42,3844,241,29,152,465,-230,-168,25.68,996.78,0.48,500,39.02
2025/03/23-14:39:30,139,-213,3941,324,-26,924,280,-161,-50,25.99,996.5,0.48,500,41.98
2025/03/23-14:40:00,-1267,-405,4009,-365,-384,-2670,356,-218,-244,24.81,996.68,0.49,500,41.18
2025/03/23-14:40:30,102,-312,3989,-105,-105,-2343,282,-94,-226,24.81,996.66,0.49,500,39.08
2025/03/23-14:41:00,-1427,-471,4342,-245,-64,-2022,424,-242,-158,25.91,996.95,0.45,500,39.49
2025/03/23-14:41:30,1383,255,4446,-102,-211,-275,371,-188,-77,25.1,996.52,0.45,500,41.05
2025/03/23-14:42:00,1045,-371,3864,227,437,-540,215,-37,-182,24.78,997.0,0.49,500,40.26
2025/03/23-14:42:30,-1551,427,4005,338,43,882,285,-45,-65,25.67,996.59,0.49,500,41.38
2025/03/23-14:43:00,877,-372,4136,-315,267,129,413,-50,-61,25.73,996.83,0.49,500,40.79
2025/03/23-14:43:30,177,202,4038,343,-278,-2097,261,-131,-193,24.8,996.89,0.49,500,39.41
2025/03/23-14:44:00,-1443,-352,4291,9,342,-2365,258,-179,-230,25.24,996.65,0.46,500,41.81
2025/03/23-14:44:30,740,-492,3913,344,-187,1789,275,-1,-8,24.81,996.94,0.48,500,41.05
2025/03/23-14:45:00,231,122,4271,15,282,1618,272,-150,-40,24.74,996.82,0.47,500,40.67
2025/03/23-14:45:30,-1704,-163,4390,82,-494,-1658,260,-217,-138,25.86,996.53,0.45,500,40.84
2025/03/23-14:46:00,255,421,3982,149,-304,-1725,490,-38,-194,24.83,996.67,0.46,500,40.77
2025/03/23-14:46:30,-1550,-152,3856,95,195,-79,254,-32,-66,25.57,996.96,0.47,500,41.27
2025/03/23-14:47:00,-303,143,3813,-477,-317,2299,431,-176,-41,25.16,996.72,0.49,500,41.51
2025/03/23-14:47:30,-1466,395,4350,-324,40,2143,417,-224,-71,24.76,996.88,0.46,500,41.93
2025/03/23-14:48:00,-908,-417,3807,-267,-462,-98,351,-172,-214,25.82,996.67,0.47,500,39.07
2025/03/23-14:48:30,663,399,3895,-409,0,615,300,-107,-215,25.42,996.55,0.47,500,40.81
2025/03/23-14:49:00,-684,-262,4122,87,333,-2546,499,-40,-143,25.28,996.67,0.49,500,39.98
2025/03/23-14:49:30,-353,222,4011,76,-403,-2316,211,-228,-102,25.64,996.61,0.49,500,40.2
2025/03/23-14:50:00,1356,-220,4254,-361,-162,-742,412,-177,-220,24.79,996.83,0.48,500,41.31
2025/03/23-14:50:30,1691,212,3891,-336,38,633,254,-180,-131,25.23,996.51,0.48,500,40.7
2025/03/23-14:51:00,1761,-62,3822,-71,-267,1799,211,-133,-176,25.66,996.69,0.49,500,41.48
2025/03/23-14:51:30,-1707,-310,3934,-430,-146,-294,273,-117,-227,25.86,996.93,0.48,500,40.98
2025/03/23-14:52:00,1248,-483,3979,-276,-498,1675,430,-232,-81,25.48,996.61,0.5,500,40.61
2025/03/23-14:52:30,-633,-349,3895,-30,-312,1470,416,-147,-232,25.61,996.86,0.46,500,41.99
2025/03/23-14:53:00,-1761,208,4081,100,185,-2454,245,-219,-234,25.59,996.6,0.47,500,40.4
2025/03/23-14:53:30,-1915,344,4166,-294,-21,-2119,498,-125,-222,25.96,996.82,0.45,500,41.16
2025/03/23-14:54:00,-789,-235,4233,278,-227,-1407,486,-132,-228,25.48,996.88,0.46,500,39.91
2025/03/23-14:54:30,-1414,-329,4389,75,205,-1952,316,-29,-30,24.53,996.95,0.46,500,40.67
2025/03/23-14:55:00,-673,-53,4362,117,326,-2593,345,-236,-168,24.95,996.76,0.45,500,39.4
2025/03/23-14:55:30,287,264,3950,-250,-200,61,439,-88,-246,24.78,996.99,0.49,500,41.57
2025/03/23-14:56:00,-1918,-170,4387,-358,253,-2103,230,-87,-33,25.29,996.68,0.47,500,40.69
2025/03/23-14:56:30,1395,25,3975,-416,-328,339,453,-192,-197,25.63,996.55,0.46,500,39.49
2025/03/23-14:57:00,-440,463,4019,-147,-167,2548,407,-130,-38,25.68,996.79,0.49,500,41.45
2025/03/23-14:57:30,-749,-439,4109,-413,-278,2268,256,-31,-116,25.21,996.54,0.5,500,41.95
2025/03/23-14:58:00,1821,24,4028,-75,-72,-1622,455,-73,-159,25.44,996.82,0.5,500,39.82
2025/03/23-14:58:30,-169,-314,4430,2,-374,2168,425,-75,-18,25.15,996.59,0.5,500,39.2
2025/03/23-14:59:00,-930,-203,3815,133,107,505,219,-113,-82,24.67,996.56,0.49,500,41.82
2025/03/23-14:59:30,-1539,-422,3908,150,-167,-2001,275,-2,-149,24.84,996.53,0.48,500,40.23
2025/03/23-15:00:00,445,52,4319,404,-469,-2715,280,-126,-42,25.04,996.95,0.48,500,40.59
2025/03/23-15:00:30,-1526,-451,3808,89,-21,-2234,467,-137,-43,25.56,996.65,0.5,500,40.0
2025/03/23-15:01:00,-1520,-86,4352,-425,273,-2807,270,-247,-17,25.78,996.92,0.48,500,39.22
2025/03/23-15:01:30,850,377,4205,490,450,2506,390,-59,-119,25.46,996.51,0.46,500,41.0
2025/03/23-15:02:00,-1282,258,4228,120,34,-1696,427,-59,-54,25.8,996.73,0.46,500,41.77
2025/03/23-15:02:30,677,305,3928,231,175,-2169,307,-104,-49,25.77,996.95,0.46,500,39.15
2025/03/23-15:03:00,-460,42,4582,-424,41,-1343,425,-175,-226,25.08,996.89,0.49,500,39.44
2025/03/23-15:03:30,-932,-430,4579,19,-165,696,339,-139,-42,25.51,996.78,0.48,500,39.88
2025/03/23-15:04:00,1219,234,4306,376,-175,2175,273,-144,-169,24.73,996.76,0.46,500,40.86
2025/03/23-15:04:30,-1312,-475,4421,-423,456,2447,401,-87,-17,25.91,996.88,0.47,500,40.35
2025/03/23-15:05:00,345,-432,4246,-84,-341,523,462,-108,-218,24.99,996.62,0.48,500,41.5
2025/03/23-15:05:30,-1735,-7,4555,-213,71,420,254,-229,-26,25.36,996.6,0.49,500,40.26
2025/03/23-15:06:00,-1587,68,4048,-356,-103,8,490,-134,-152,25.5,996.98,0.45,500,41.64
2025/03/23-15:06:30,-1115,-481,3961,296,-332,-649,251,-236,-81,25.12,996.84,0.49,500,40.51
2025/03/23-15:07:00,10,11,4108,-193,157,2031,207,-203,-106,24.62,996.78,0.47,500,40.21
2025/03/23-15:07:30,-223,-97,3927,-270,195,57,471,-192,-158,25.89,996.78,0.48,500,40.09
2025/03/23-15:08:00,-1309,-202,4447,-443,242,1569,380,-220,-114,25.08,996.52,0.47,500,41.6
2025/03/23-15:08:30,681,-397,4156,82,-341,-1398,399,-244,-52,25.69,996.55,0.49,500,41.74
2025/03/23-15:09:00,-1866,443,4552,-478,-494,1973,408,-106,-161,24.91,996.71,0.48,500,40.18
2025/03/23-15:09:30,552,99,4463,-423,-336,-1997,343,-119,-191,24.58,996.71,0.46,500,41.38
2025/03/23-15:10:00,617,477,3944,190,361,1076,356,-240,-38,25.23,996.64,0.45,500,39.03
2025/03/23-15:10:30,-1022,191,3850,-243,274,-2885,450,-7,-65,25.64,996.57,0.46,500,40.54
2025/03/23-15:11:00,-800,489,4406,173,-50,-2105,316,-204,-177,25.35,996.98,0.46,500,41.42
